Ticker,Date,Open,High,Low,Close,Volume
PCG,12/29/2010,11.74253,13.21034,8.880287,8.880287,32700
PCG,12/30/2010,10.1276,10.1276,8.806608,8.806608,19200
PCG,12/31/2010,8.512532,8.512532,8.439149,8.439149,2300
PCG,1/4/2011,8.953055,8.953055,8.953055,8.953055,100
PCG,1/5/2011,8.366597,8.806944,8.366597,8.660162,2400
PCG,1/6/2011,8.806944,8.806944,7.852859,8.660162,1300
PCG,1/7/2011,8.365788,8.365788,7.631947,8.219019,1100
PCG,1/10/2011,8.439149,8.439149,8.439149,8.439149,100
PCG,1/11/2011,8.6593,8.6593,8.439149,8.439149,300
PCG,1/12/2011,9.026724,9.026724,9.026724,9.026724,100
PCG,1/14/2011,8.586501,8.586501,8.586501,8.586501,500
PCG,1/17/2011,7.998899,8.439206,7.998899,7.998899,2300
PCG,1/18/2011,8.072922,8.072922,7.559191,7.926142,1500
PCG,1/19/2011,7.265491,7.265491,7.192102,7.192102,7600
PCG,1/20/2011,7.191544,7.33831,6.824628,6.824628,7500
PCG,1/21/2011,7.118762,7.33893,6.971983,6.971983,2000
PCG,1/24/2011,7.33888,7.33888,6.898547,7.192102,500
PCG,1/26/2011,6.604506,6.604506,6.604506,6.604506,900
PCG,1/27/2011,7.045114,7.045114,6.678181,6.678181,600
PCG,1/28/2011,7.265491,7.265491,7.192102,7.192102,5600
PCG,2/8/2011,7.045085,7.632175,6.898312,6.898312,1200
PCG,2/9/2011,7.485892,7.485892,7.485892,7.485892,200
PCG,2/10/2011,6.971983,6.971983,6.971983,6.971983,11000
PCG,2/11/2011,7.412319,7.412319,6.971983,6.971983,5700
PCG,2/14/2011,7.192102,7.192102,7.192102,7.192102,900
PCG,2/16/2011,6.751816,6.971983,6.751816,6.971983,8000
PCG,2/17/2011,6.825,7.191936,6.458065,6.458065,800
PCG,2/18/2011,6.898434,6.898434,6.237946,6.237946,400
PCG,2/21/2011,6.017816,6.017816,6.017816,6.017816,1400
PCG,2/22/2011,5.651261,5.651261,5.651261,5.651261,5100
PCG,2/23/2011,5.284245,5.871384,5.284245,5.871384,8100
PCG,2/24/2011,4.916587,5.210115,4.916587,5.210115,2500
PCG,2/25/2011,5.137342,5.137342,4.770389,5.137342,4800
PCG,2/28/2011,5.357463,5.357463,5.357463,5.357463,3500
PCG,3/1/2011,5.577587,5.577587,5.577587,5.577587,1100
PCG,3/3/2011,5.724022,5.870792,5.724022,5.724022,300
PCG,3/4/2011,5.871384,5.871384,5.871384,5.871384,900
PCG,3/7/2011,6.091495,6.091495,5.87132,6.091495,300
PCG,3/8/2011,6.164264,6.164264,6.164264,6.164264,100
PCG,3/10/2011,5.797699,6.017865,5.797699,5.797699,2100
PCG,3/11/2011,5.503905,5.797447,5.503905,5.503905,3200
PCG,3/14/2011,5.79717,5.79717,5.210115,5.210115,800
PCG,3/15/2011,4.917224,4.917224,4.917224,4.917224,1400
PCG,3/16/2011,5.210789,5.210789,4.917224,4.917224,5400
PCG,3/17/2011,5.137342,5.137342,5.137342,5.137342,2700
PCG,3/18/2011,4.98999,4.98999,4.98999,4.98999,2200
PCG,3/21/2011,5.210406,5.283792,5.210406,5.283792,10000
PCG,3/22/2011,5.210136,5.210136,4.98999,4.98999,3700
PCG,3/23/2011,5.210484,5.210484,4.843549,4.843549,1200
PCG,3/24/2011,5.284073,5.357463,5.284073,5.357463,21300
