Ticker,Date,Open,High,Low,Close,Volume
LAF,12/15/2000,3.131043,3.131043,3.131043,3.131043,500
LAF,12/18/2000,3.186625,3.186625,3.186625,3.186625,500
LAF,12/20/2000,3.241287,3.241287,3.241287,3.241287,200
LAF,12/22/2000,3.296876,3.296876,3.296876,3.296876,800
LAF,12/25/2000,3.351548,3.351548,3.351548,3.351548,400
LAF,12/27/2000,3.407145,3.407145,3.407145,3.407145,400
LAF,12/29/2000,3.462734,3.462734,3.462734,3.462734,500
LAF,1/3/2001,3.517399,3.517399,3.517399,3.517399,900
LAF,1/5/2001,3.572976,3.572976,3.572976,3.572976,900
LAF,1/8/2001,3.628563,3.628563,3.628563,3.628563,900
LAF,1/10/2001,3.68324,3.68324,3.68324,3.68324,900
LAF,1/12/2001,3.517399,3.517399,3.517399,3.517399,800
LAF,1/15/2001,3.572976,3.572976,3.572976,3.572976,900
LAF,1/17/2001,3.628563,3.628563,3.628563,3.628563,800
LAF,1/19/2001,3.68324,3.68324,3.68324,3.68324,900
LAF,1/29/2001,3.757068,3.757068,3.757068,3.757068,800
LAF,1/31/2001,3.830861,3.830861,3.830861,3.830861,800
LAF,2/2/2001,3.90468,3.90468,3.90468,3.90468,800
LAF,2/5/2001,3.978504,3.978504,3.978504,3.978504,800
LAF,2/7/2001,4.051388,4.051388,4.051388,4.051388,500
LAF,2/9/2001,4.125184,4.125184,4.125184,4.125184,600
LAF,2/12/2001,4.199008,4.199008,4.199008,4.199008,700
LAF,2/14/2001,4.272814,4.272814,4.272814,4.272814,700
LAF,2/16/2001,4.346648,4.346648,4.346648,4.346648,700
LAF,2/19/2001,4.42044,4.42044,4.42044,4.42044,700
LAF,2/21/2001,4.493333,4.493333,4.493333,4.493333,500
LAF,2/23/2001,4.567143,4.567143,4.567143,4.567143,600
LAF,2/26/2001,4.640958,4.640958,4.640958,4.640958,700
LAF,2/28/2001,4.732989,4.732989,4.732989,4.732989,700
LAF,3/2/2001,4.825018,4.825018,4.825018,4.825018,600
LAF,3/5/2001,4.917045,4.917045,4.917045,4.917045,600
LAF,3/7/2001,5.009125,5.009125,5.009125,5.009125,700
LAF,3/9/2001,5.101149,5.101149,5.101149,5.101149,500
LAF,3/12/2001,5.193171,5.193171,5.193171,5.193171,500
LAF,3/14/2001,5.286109,5.286109,5.286109,5.286109,400
LAF,3/16/2001,5.378144,5.378144,5.378144,5.378144,400
LAF,3/19/2001,5.470176,5.470176,5.470176,5.470176,400
LAF,3/21/2001,5.562236,5.562236,5.562236,5.562236,300
LAF,3/23/2001,5.672467,5.672467,5.672467,5.672467,300
LAF,3/26/2001,5.78275,5.78275,5.78275,5.78275,400
LAF,3/28/2001,5.89392,5.89392,5.89392,5.89392,300
LAF,3/30/2001,6.004203,6.004203,6.004203,6.004203,300
LAF,4/2/2001,6.114444,6.114444,6.114444,6.114444,400
LAF,4/4/2001,6.22471,6.22471,6.22471,6.22471,500
LAF,4/6/2001,6.335861,6.335861,6.335861,6.335861,300
LAF,4/9/2001,6.446125,6.446125,6.446125,6.446125,300
LAF,4/11/2001,6.574619,6.574619,6.574619,6.574619,300
LAF,4/13/2001,6.704006,6.704006,6.704006,6.704006,300
LAF,4/16/2001,6.832484,6.832484,6.832484,6.832484,500
LAF,4/18/2001,6.961891,6.961891,6.961891,6.961891,600
LAF,4/20/2001,7.090391,7.090391,7.090391,7.090391,600
LAF,4/23/2001,7.219778,7.219778,7.219778,7.219778,700
LAF,4/25/2001,7.348263,7.348263,7.348263,7.348263,3900
LAF,4/27/2001,7.477667,7.477667,7.477667,7.477667,700
LAF,5/2/2001,7.624348,7.624348,7.624348,7.624348,3500
LAF,5/4/2001,7.771974,7.771974,7.771974,7.771974,3500
LAF,5/7/2001,7.919611,7.919611,7.919611,7.919611,3500
